167,Netherlands,1804,3,3,3
168,Estonia,1804,4,0,1
169,Czech Republic,1804,4,3,1
170,Monaco,1804,0,0,0
171,Hungary,1804,1,3,2
172,Liechtenstein,1804,7,1,0
173,Bosnia,1804,6,1,3
174,Latvia,1804,4,1,0
175,Russia,1804,0,2,1
176,Greece,1804,6,2,1
177,Croatia,1804,5,2,0
178,Moldova,1804,7,0,3
179,Finland,1804,4,0,3
180,France,1804,4,2,0
181,Belarus,1804,7,3,0
182,Belgium,1804,1,3,0
183,Albania,1804,1,1,2
184,Iceland,1804,7,0,1
185,Norway,1804,4,3,3
186,United Kingdom,1804,5,3,3
187,North Macedonia,1804,7,3,2
188,Portugal,1804,2,1,2
189,Romania,1804,6,0,2
190,Slovakia,1804,7,3,3
191,Luxembourg,1804,3,1,2
192,Italy,1804,1,0,3
193,Lithuania,1804,7,3,3
194,Serbia,1804,2,0,0
195,Switzerland,1804,0,1,1
196,Malta,1804,0,2,1
197,Sweden,1804,5,2,0
198,Austria,1804,3,3,3
199,Andorra,1804,7,0,3
200,Spain,1804,4,0,3
201,Iceland,1805,7,3,1
202,Germany,1805,0,2,0
203,Ukraine,1805,3,2,1
204,Albania,1805,7,0,2
205,Russia,1805,7,1,2
206,Ireland,1805,1,2,0
207,Luxembourg,1805,2,2,2
208,Montenegro,1805,0,0,3
209,Greece,1805,0,3,1
210,France,1805,4,0,3
211,Estonia,1805,4,3,0
212,Slovenia,1805,5,0,2
213,Portugal,1805,0,2,1
214,North Macedonia,1805,2,0,2
215,Bosnia,1805,7,2,3
216,Belarus,1805,0,3,2
217,Lithuania,1805,1,0,0
218,Spain,1805,2,0,0
219,Romania,1805,2,1,3
220,Switzerland,1805,5,2,2
221,Denmark,1805,5,2,2
222,Bulgaria,1805,5,0,1
223,Hungary,1805,7,0,1
224,Italy,1805,4,1,3
225,Andorra,1805,4,2,2
226,United Kingdom,1805,4,2,1
227,Norway,1805,0,3,1
228,Belgium,1805,4,0,2
229,Liechtenstein,1805,3,3,3
230,Malta,1805,7,3,0
231,Moldova,1805,1,1,1
232,Croatia,1805,7,2,0
233,Czech Republic,1805,6,2,0
234,Austria,1805,2,2,2
235,Poland,1805,5,1,0
236,Sweden,1805,6,0,2
237,Serbia,1805,6,3,2
238,Slovakia,1805,6,1,3
239,Finland,1805,4,0,3
240,Latvia,1805,3,0,1
241,Denmark,1806,1,0,3
242,France,1806,4,1,1
243,Montenegro,1806,0,1,3
244,Portugal,1806,2,0,1
245,Liechtenstein,1806,7,3,3
246,Poland,1806,1,0,1
247,Italy,1806,6,2,3
248,Malta,1806,4,0,3
249,Moldova,1806,4,2,1
250,Belarus,1806,7,1,2
251,Ireland,1806,7,1,2
252,Andorra,1806,5,3,2
253,Russia,1806,4,0,1
254,Germany,1806,5,2,2
255,Estonia,1806,6,2,0
256,Bosnia,1806,6,1,0
257,Netherlands,1806,2,0,0
258,Ukraine,1806,0,0,0
259,Latvia,1806,1,3,2
260,Hungary,1806,2,0,3
261,United Kingdom,1806,0,2,2
262,Slovakia,1806,3,3,2
263,Sweden,1806,2,0,1
264,Serbia,1806,1,1,3
265,Lithuania,1806,2,2,0
266,Belgium,1806,4,3,1
267,North Macedonia,1806,3,3,1
268,Iceland,1806,3,0,2
269,Norway,1806,7,0,3
270,Austria,1806,0,3,2
271,Albania,1806,6,3,0
272,Finland,1806,0,3,1
273,Romania,1806,4,0,2
274,Greece,1806,3,2,1
275,Switzerland,1806,5,1,2
276,Czech Republic,1806,5,3,2
277,Bulgaria,1806,7,1,3
278,Croatia,1806,4,1,3
279,Luxembourg,1806,6,0,1
280,Spain,1806,6,3,3
281,Poland,1807,0,3,2
282,Croatia,1807,6,2,1
283,Belgium,1807,1,3,2
284,Slovenia,1807,7,3,1
285,Spain,1807,1,2,2
286,Belarus,1807,5,0,1
287,Switzerland,1807,6,1,1
288,Serbia,1807,2,1,1
289,Hungary,1807,6,0,1
290,Ukraine,1807,6,2,2
291,Netherlands,1807,5,3,3
292,Russia,1807,5,1,2
293,Denmark,1807,1,2,2
294,Iceland,1807,0,0,3
295,Andorra,1807,3,2,3
296,North Macedonia,1807,7,0,1
297,Slovakia,1807,2,2,0
298,Italy,1807,3,1,1
299,Albania,1807,2,0,0
300,Malta,1807,7,2,0
301,Latvia,1807,4,3,1
302,Monaco,1807,0,0,0
303,Austria,1807,3,0,1
304,Sweden,1807,6,3,3
305,Czech Republic,1807,5,1,2
306,Ireland,1807,4,1,1
307,Moldova,1807,2,0,3
308,Germany,1807,0,2,0
309,Estonia,1807,6,2,1
310,Portugal,1807,3,1,1
311,France,1807,0,2,3
312,Bosnia,1807,1,1,0
313,Montenegro,1807,2,1,3
314,Lithuania,1807,6,1,0
315,Greece,1807,5,0,1
316,Bulgaria,1807,4,3,3
317,Norway,1807,3,1,3
318,Luxembourg,1807,1,3,3
319,Liechtenstein,1807,6,2,2
320,Finland,1807,6,2,0
321,Andorra,1808,7,3,1
322,Hungary,1808,3,2,3
323,Norway,1808,0,2,0
324,Poland,1808,4,2,1
325,Monaco,1808,6,2,0
326,Greece,1808,4,2,1
327,Iceland,1808,5,0,1
328,Denmark,1808,0,2,0
329,Croatia,1808,5,2,3
330,Switzerland,1808,4,3,2
331,Bosnia,1808,6,0,3
332,Czech Republic,1808,6,2,0
333,Germany,1808,3,1,2
334,Malta,1808,1,2,3
335,Luxembourg,1808,4,0,2
336,Russia,1808,2,0,0
337,Italy,1808,0,2,0
338,France,1808,6,1,1
339,Spain,1808,5,2,0
340,Belarus,1808,1,1,3
341,Serbia,1808,0,0,1
342,United Kingdom,1808,2,0,0
343,Moldova,1808,5,3,0
344,Romania,1808,0,0,0
345,Latvia,1808,1,2,1
346,Slovenia,1808,0,3,0
347,Ukraine,1808,4,0,2
348,Netherlands,1808,1,0,2
349,North Macedonia,1808,3,2,2
350,Liechtenstein,1808,0,2,1
351,Estonia,1808,3,2,0
352,Albania,1808,1,2,0
353,Finland,1808,3,3,3
354,Sweden,1808,3,1,3
355,Slovakia,1808,6,1,3
356,Austria,1808,1,2,2
357,Ireland,1808,7,3,3
358,Montenegro,1808,6,0,1
359,Lithuania,1808,3,2,1
360,Portugal,1808,2,1,0
361,Bosnia,1809,5,2,1
362,United Kingdom,1809,4,0,0
363,Iceland,1809,4,3,2
364,Portugal,1809,4,0,1
365,Italy,1809,0,2,2
366,Germany,1809,6,0,0
367,Ireland,1809,2,2,3
368,Sweden,1809,3,0,2
369,Montenegro,1809,7,2,2
370,Albania,1809,2,3,3
371,Bulgaria,1809,3,3,2
372,Switzerland,1809,3,0,2
373,Poland,1809,0,0,1
374,Norway,1809,7,2,0
375,Hungary,1809,6,1,0
376,Netherlands,1809,1,2,1
377,Lithuania,1809,2,3,3
378,Slovenia,1809,7,2,1
379,Finland,1809,4,2,3
380,Estonia,1809,6,0,3
381,North Macedonia,1809,2,0,1
382,Romania,1809,0,3,0
383,Spain,1809,6,1,1
384,Slovakia,1809,2,0,3
385,Liechtenstein,1809,3,0,1
386,Czech Republic,1809,6,2,2
387,Denmark,1809,5,3,3
388,Belgium,1809,5,0,1
389,Belarus,1809,0,0,1
390,Monaco,1809,4,2,1
391,Greece,1809,4,2,3
392,Russia,1809,1,0,2
393,Andorra,1809,1,0,3
394,France,1809,2,3,1
395,Austria,1809,5,3,2
396,Luxembourg,1809,0,2,1
397,Ukraine,1809,0,2,2
398,Moldova,1809,2,3,2
399,Latvia,1809,3,3,1
400,Malta,1809,2,3,0
401,Luxembourg,1810,6,3,3
402,Moldova,1810,0,2,3
403,Sweden,1810,2,3,2
404,Lithuania,1810,6,2,0
405,United Kingdom,1810,4,1,0
406,Latvia,1810,1,3,2
407,Slovakia,1810,0,1,3
408,Estonia,1810,0,0,1
409,Denmark,1810,0,1,2
410,Italy,1810,7,2,3
411,Slovenia,1810,0,0,1
412,Iceland,1810,0,0,0
413,Belarus,1810,6,3,2
414,Andorra,1810,5,1,3
415,Norway,1810,6,2,3
416,Czech Republic,1810,6,1,3
417,Albania,1810,1,0,2
418,Malta,1810,0,1,1
419,Germany,1810,5,0,3
420,Hungary,1810,1,0,0
421,Ukraine,1810,3,2,2
422,Belgium,1810,0,1,2
423,Liechtenstein,1810,6,0,1
424,Ireland,1810,1,2,0
425,North Macedonia,1810,6,2,3
426,Montenegro,1810,5,0,2
427,Bulgaria,1810,5,0,1
428,Poland,1810,5,3,0
429,Monaco,1810,7,1,0
430,Spain,1810,4,2,2
431,Greece,1810,4,0,1
432,Portugal,1810,6,2,0
433,Croatia,1810,4,0,1
434,Switzerland,1810,3,0,2
435,Russia,1810,1,3,1
436,Netherlands,1810,7,3,2
437,Austria,1810,3,1,3
438,Serbia,1810,6,0,2
439,France,1810,2,2,1
440,Romania,1810,3,1,3
441,Croatia,1811,1,2,2
442,Germany,1811,3,1,2
443,Belgium,1811,6,3,3
444,Andorra,1811,0,0,1
445,Slovakia,1811,7,3,2
446,Greece,1811,5,3,1
447,Liechtenstein,1811,0,3,0
448,Czech Republic,1811,0,2,1
449,Poland,1811,4,0,0
450,Latvia,1811,1,2,2
451,Iceland,1811,7,3,0
452,Russia,1811,0,2,2
453,Ireland,1811,6,2,1
454,Denmark,1811,7,1,0
455,Lithuania,1811,5,2,0
456,Moldova,1811,4,2,3
457,Montenegro,1811,7,2,3
458,United Kingdom,1811,2,2,2
459,Norway,1811,0,2,2
460,Albania,1811,5,2,1
461,Portugal,1811,0,1,2
462,Luxembourg,1811,6,0,0
463,Hungary,1811,4,1,3
464,Spain,1811,1,3,3
465,Serbia,1811,5,3,2
466,Switzerland,1811,4,3,3
467,Italy,1811,7,3,3
468,Austria,1811,3,0,0
469,Sweden,1811,6,1,1
470,North Macedonia,1811,4,1,1
471,France,1811,7,2,2
472,Bosnia,1811,4,2,2
473,Netherlands,1811,0,3,2
474,Malta,1811,7,3,3
475,Bulgaria,1811,1,2,3
476,Ukraine,1811,3,3,2
477,Slovenia,1811,7,1,1
478,Monaco,1811,5,0,1
479,Belarus,1811,3,3,0
480,Romania,1811,2,0,2
481,Lithuania,1812,4,3,0
482,Greece,1812,5,3,2
483,North Macedonia,1812,1,2,3
484,Finland,1812,3,0,1
485,Norway,1812,2,2,2
486,Germany,1812,3,3,0
487,Slovakia,1812,1,1,0
488,Ukraine,1812,4,1,1
489,Montenegro,1812,6,3,0
490,Czech Republic,1812,2,1,0
491,Romania,1812,5,1,3
492,Liechtenstein,1812,3,3,0
493,Estonia,1812,5,1,0
494,Luxembourg,1812,4,1,0
495,Switzerland,1812,0,1,2
496,Sweden,1812,2,1,0
497,Serbia,1812,5,2,3
498,Belarus,1812,5,2,2
499,Netherlands,1812,7,2,1
500,Bulgaria,1812,5,1,2
501,Bosnia,1812,6,3,2
502,Portugal,1812,4,1,0
503,Hungary,1812,1,2,3
504,Slovenia,1812,4,3,1
505,Austria,1812,7,2,0
506,Russia,1812,0,1,0
507,Monaco,1812,2,3,2
508,Croatia,1812,4,1,3
509,Malta,1812,3,1,2
510,Moldova,1812,6,2,3
511,Ireland,1812,7,3,0
512,United Kingdom,1812,5,1,0
513,Albania,1812,2,0,3
514,Poland,1812,0,2,2
515,France,1812,6,1,3
516,Belgium,1812,6,1,2
517,Andorra,1812,2,0,0
518,Iceland,1812,5,0,1
519,Italy,1812,1,0,3
520,Denmark,1812,2,1,2
521,North Macedonia,1813,6,2,1
522,Malta,1813,3,0,0
523,Albania,1813,0,2,1
524,Netherlands,1813,4,3,1
525,Monaco,1813,5,3,1
526,Liechtenstein,1813,2,0,3
527,Russia,1813,5,1,2
528,Hungary,1813,0,3,3
529,Sweden,1813,6,2,1
530,Romania,1813,4,0,2
531,Estonia,1813,7,2,0
532,United Kingdom,1813,7,2,2
533,Luxembourg,1813,4,0,2
534,Latvia,1813,4,2,2
535,Serbia,1813,4,0,3
536,Slovakia,1813,4,3,2
537,Switzerland,1813,5,2,1
538,Bulgaria,1813,0,1,2
539,Moldova,1813,1,2,3
540,Slovenia,1813,7,0,0
541,Lithuania,1813,4,1,3
542,Andorra,1813,3,2,0
543,Czech Republic,1813,5,0,1
544,Iceland,1813,3,0,1
545,Portugal,1813,5,1,1
546,Spain,1813,5,0,2
547,Poland,1813,3,3,2
548,Belgium,1813,7,0,3
549,Croatia,1813,7,1,2
550,Ukraine,1813,1,2,2
551,Denmark,1813,3,3,3
552,Austria,1813,2,1,3
553,Finland,1813,1,3,3
554,Ireland,1813,1,0,0
555,Montenegro,1813,1,3,2
556,Bosnia,1813,5,3,2
557,Belarus,1813,3,0,1
558,Germany,1813,7,3,1
559,Norway,1813,6,3,3
560,France,1813,4,0,2
561,Latvia,1814,0,3,3
562,Moldova,1814,3,2,0
563,Ukraine,1814,0,2,0
564,Slovakia,1814,1,2,0
565,Belgium,1814,0,0,3
566,Belarus,1814,6,2,0
567,France,1814,6,2,1
568,Hungary,1814,6,0,1
569,Italy,1814,2,3,2
570,Poland,1814,6,0,2
571,Liechtenstein,1814,3,3,1
572,Croatia,1814,4,0,3
573,Albania,1814,6,0,1
574,Sweden,1814,6,0,3
575,Greece,1814,3,3,0
576,Serbia,1814,5,2,3
577,Ireland,1814,6,0,1
578,Spain,1814,4,3,3
579,North Macedonia,1814,3,2,2
580,Bulgaria,1814,1,3,0
581,Finland,1814,4,1,3
582,Denmark,1814,6,3,0
583,Lithuania,1814,7,1,1
584,Netherlands,1814,5,0,1
585,Romania,1814,1,0,2
586,Andorra,1814,0,2,1
587,Bosnia,1814,7,0,3
588,Estonia,1814,7,0,0
589,Monaco,1814,6,1,0
590,Switzerland,1814,5,1,0
591,Austria,1814,7,2,1
592,Iceland,1814,6,1,1
593,Slovenia,1814,1,1,1
594,Russia,1814,0,0,2
595,United Kingdom,1814,7,2,2
596,Montenegro,1814,4,3,0
597,Luxembourg,1814,5,3,1
598,Norway,1814,5,0,3
599,Portugal,1814,3,0,3
600,Czech Republic,1814,1,3,1
601,Belgium,1815,3,2,0
602,Monaco,1815,0,2,2
603,Greece,1815,5,1,0
604,Netherlands,1815,7,1,0
605,Russia,1815,0,1,0
606,Hungary,1815,0,0,1
607,Austria,1815,5,2,1
608,Switzerland,1815,2,3,1
609,Spain,1815,7,3,1
610,Denmark,1815,0,1,3
611,Portugal,1815,4,3,1
612,Italy,1815,2,3,1
613,Slovakia,1815,3,3,3
614,Lithuania,1815,3,0,2
615,Bulgaria,1815,3,1,0
616,Croatia,1815,1,1,2
617,North Macedonia,1815,5,2,3
618,Moldova,1815,6,3,1
619,Malta,1815,7,1,1
620,Finland,1815,0,0,3
621,Romania,1815,0,0,3
622,Andorra,1815,2,1,2
623,Slovenia,1815,7,2,2
624,Bosnia,1815,5,3,0
625,Serbia,1815,2,2,3
626,Montenegro,1815,3,2,3
627,Ukraine,1815,2,0,3
628,Poland,1815,0,1,3
629,Liechtenstein,1815,1,0,2
630,Belarus,1815,3,0,3
631,Albania,1815,5,2,0
632,Estonia,1815,5,1,3
633,Czech Republic,1815,7,3,2
634,Norway,1815,5,2,2
635,Ireland,1815,2,0,1
636,United Kingdom,1815,5,1,0
637,Germany,1815,7,3,0
638,France,1815,3,3,2
639,Luxembourg,1815,4,2,1
640,Sweden,1815,6,1,3
641,United Kingdom,1816,3,1,0
642,Monaco,1816,3,0,1
643,Ukraine,1816,2,2,2
644,Portugal,1816,6,2,3
645,Denmark,1816,0,3,2
646,Belarus,1816,7,3,1
647,France,1816,2,1,3
648,Malta,1816,2,2,2
649,Finland,1816,4,1,3
650,Albania,1816,7,1,0
651,Bosnia,1816,4,1,0
652,Andorra,1816,3,3,0
653,Bulgaria,1816,4,2,1
654,Serbia,1816,7,1,2
655,Norway,1816,1,1,3
656,Spain,1816,4,0,1
657,Slovakia,1816,1,2,1
658,Croatia,1816,1,0,0
659,Slovenia,1816,2,3,2
660,Iceland,1816,4,0,2
661,Germany,1816,5,0,2
662,Liechtenstein,1816,0,0,0
663,Poland,1816,4,0,0
664,Czech Republic,1816,0,3,2
665,Greece,1816,1,1,2
666,Switzerland,1816,4,1,1
667,Romania,1816,4,3,2
668,Sweden,1816,1,1,3
669,Luxembourg,1816,1,2,0
670,Hungary,1816,3,2,0
671,Moldova,1816,5,2,1
672,Russia,1816,3,3,0
673,Lithuania,1816,2,3,3
674,Latvia,1816,5,1,2
675,Italy,1816,5,2,3
676,Montenegro,1816,3,0,2
677,Austria,1816,3,0,3
678,Estonia,1816,3,3,3
679,North Macedonia,1816,1,1,3
680,Ireland,1816,7,1,3
681,Denmark,1817,1,3,3
682,Greece,1817,3,2,3
683,Norway,1817,6,2,1
684,Slovakia,1817,3,1,0
685,Ukraine,1817,1,3,2
686,Italy,1817,2,2,1
687,Germany,1817,5,0,2
688,Romania,1817,3,2,0
689,Andorra,1817,3,3,1
690,Spain,1817,5,1,2
691,Latvia,1817,6,1,1
692,Serbia,1817,5,1,1
693,Estonia,1817,0,3,3
694,Ireland,1817,1,2,2
695,Netherlands,1817,6,1,0
696,Belarus,1817,4,3,2
697,Iceland,1817,0,0,3
698,Finland,1817,4,2,0
699,Liechtenstein,1817,5,1,2
700,Portugal,1817,1,2,2
701,Bulgaria,1817,7,1,1
702,Malta,1817,0,0,2
703,Slovenia,1817,0,3,2
704,Austria,1817,3,0,1
705,Switzerland,1817,5,2,0
706,Belgium,1817,7,1,3
707,Hungary,1817,1,0,0
708,Sweden,1817,6,3,0
709,United Kingdom,1817,0,1,1
710,Albania,1817,1,3,1
711,Poland,1817,5,0,1
712,Bosnia,1817,5,3,1
713,Luxembourg,1817,1,1,1
714,Russia,1817,7,1,0
715,Montenegro,1817,7,2,2
716,Czech Republic,1817,4,2,2
717,France,1817,7,0,2
718,Lithuania,1817,3,1,0
719,Monaco,1817,3,1,0
720,North Macedonia,1817,1,1,2
721,Luxembourg,1818,5,3,3
722,Italy,1818,6,2,3
723,Belgium,1818,4,3,3
724,Monaco,1818,1,2,1
725,Austria,1818,7,1,2
726,Norway,1818,3,2,1
727,Romania,1818,1,0,3
728,Hungary,1818,2,1,3
729,Malta,1818,0,2,1
730,Greece,1818,3,2,1
731,Serbia,1818,5,0,1
732,Andorra,1818,1,3,2
733,Liechtenstein,1818,3,2,0
734,United Kingdom,1818,2,1,2
735,Czech Republic,1818,5,3,2
736,Russia,1818,0,3,3
737,Iceland,1818,5,2,2
738,Finland,1818,1,1,1
739,Germany,1818,0,0,0
740,Montenegro,1818,4,2,2
741,Denmark,1818,3,3,2
742,Spain,1818,4,2,0
743,Portugal,1818,0,2,3
744,Croatia,1818,3,2,3
745,France,1818,2,1,1
746,Ukraine,1818,5,1,3
747,Slovenia,1818,0,0,1
748,Lithuania,1818,4,0,1
749,North Macedonia,1818,0,2,0
750,Slovakia,1818,6,3,1
751,Bulgaria,1818,3,0,1
752,Moldova,1818,3,1,2
753,Ireland,1818,2,0,0
754,Netherlands,1818,4,1,3
755,Latvia,1818,1,1,0
756,Albania,1818,0,3,2
757,Estonia,1818,4,1,1
758,Switzerland,1818,3,0,3
759,Sweden,1818,5,1,0
760,Poland,1818,6,0,3
761,Luxembourg,1819,3,2,3
762,Slovakia,1819,5,2,0
763,Spain,1819,0,3,0
764,North Macedonia,1819,6,2,2
765,Andorra,1819,3,0,1
766,Bosnia,1819,6,1,0
767,Liechtenstein,1819,4,2,2
768,Greece,1819,5,2,0
769,Hungary,1819,3,3,1
770,Ukraine,1819,2,2,3
771,Russia,1819,2,1,1
772,Poland,1819,0,1,1
773,Iceland,1819,6,2,0
774,Norway,1819,4,0,0
775,Lithuania,1819,6,0,1
776,United Kingdom,1819,0,0,2
777,Belarus,1819,2,2,2
778,Italy,1819,7,0,0
779,Moldova,1819,5,1,1
780,Ireland,1819,4,2,1
781,Sweden,1819,1,3,1
782,Finland,1819,6,1,2
783,Germany,1819,4,2,3
784,Slovenia,1819,2,3,3
785,Monaco,1819,2,3,1
786,France,1819,6,3,2
787,Albania,1819,7,3,0
788,Denmark,1819,0,2,1
789,Estonia,1819,4,0,2
790,Portugal,1819,4,2,2
791,Belgium,1819,5,0,2
792,Serbia,1819,4,2,3
793,Latvia,1819,2,3,3
794,Austria,1819,7,2,1
795,Netherlands,1819,4,1,0
796,Czech Republic,1819,0,1,0
797,Bulgaria,1819,3,0,2
798,Croatia,1819,6,2,0
799,Switzerland,1819,2,3,0
800,Romania,1819,4,0,2
801,Belarus,1820,0,1,1
802,Ukraine,1820,4,3,1
803,North Macedonia,1820,6,0,1
804,Czech Republic,1820,1,2,3
805,Estonia,1820,2,2,1
806,Slovenia,1820,2,2,3
807,Norway,1820,4,2,0
808,Netherlands,1820,3,2,0
809,Hungary,1820,2,3,3
810,Russia,1820,6,3,2
811,Latvia,1820,7,0,0
812,United Kingdom,1820,7,3,2
813,Switzerland,1820,0,2,2
814,Finland,1820,1,0,1
815,Andorra,1820,2,1,2
816,Luxembourg,1820,3,1,0
817,Liechtenstein,1820,2,2,1
818,Belgium,1820,4,3,3
819,Iceland,1820,3,2,2
820,Romania,1820,4,0,1
821,Malta,1820,3,2,1
822,Ireland,1820,6,1,2
823,Denmark,1820,7,3,1
824,Portugal,1820,1,3,3
825,France,1820,0,1,3
826,Italy,1820,1,0,1
827,Greece,1820,5,2,2
828,Germany,1820,3,2,3
829,Bulgaria,1820,1,3,0
830,Poland,1820,5,2,0
831,Monaco,1820,1,0,1
832,Lithuania,1820,4,1,1
833,Sweden,1820,7,1,1
834,Serbia,1820,5,0,3
835,Montenegro,1820,7,1,2
836,Moldova,1820,7,2,2
837,Austria,1820,6,2,2
838,Croatia,1820,0,2,0
839,Slovakia,1820,3,2,1
840,Albania,1820,2,3,2
841,Czech Republic,1821,1,3,2
842,Portugal,1821,7,3,0
843,Russia,1821,1,0,1
844,Slovenia,1821,5,2,0
845,Belgium,1821,0,2,1
846,Sweden,1821,5,2,2
847,Bosnia,1821,3,0,0
848,Slovakia,1821,3,1,2
849,Belarus,1821,6,1,3
850,Croatia,1821,1,3,3
851,Ireland,1821,5,1,2
852,Finland,1821,4,2,2
853,Italy,1821,5,1,2
854,France,1821,7,0,0
855,Hungary,1821,5,3,3
856,Liechtenstein,1821,1,2,1
857,Denmark,1821,6,0,3
858,Monaco,1821,1,2,0
859,Greece,1821,7,2,0
860,Netherlands,1821,5,1,2
861,Iceland,1821,1,1,2
862,Montenegro,1821,2,0,3
863,Ukraine,1821,1,2,2
864,Germany,1821,3,2,3
865,Estonia,1821,6,2,2
866,Romania,1821,3,2,2
